building_type,material,age_years,area_m2,region,tilt_angle_deg,vibration_magnitude,shock_detected,temperature_c,humidity_pct,pressure_hpa,illuminance_lux,structural_status,climate_status,lighting_status,overall_status,_true_degradation_level
residential,concrete,24,1907.2,arid,1.772,0.128,True,11.05,34.09,1008.91,315.3,critical,normal,normal,critical,0.4137
residential,concrete,48,1348.4,temperate,0.0,0.0924,False,5.07,41.42,1016.43,221.2,critical,normal,normal,critical,0.0663
historical,brick,59,2685.1,continental,0.596,0.1062,False,-17.18,42.98,1017.07,246.4,critical,attention,normal,critical,0.2628
commercial,concrete,98,1546.1,coastal,1.155,0.1618,False,19.08,63.82,1013.86,562.6,critical,normal,normal,critical,0.3062
residential,mixed,31,4463.6,coastal,1.213,0.0967,False,13.71,68.02,1010.78,281.7,critical,normal,normal,critical,0.3031
residential,brick,71,4607.6,temperate,3.394,0.2201,False,23.62,48.03,1006.99,232.0,critical,normal,normal,critical,0.5387
commercial,concrete,28,1341.7,temperate,0.205,0.0,False,13.82,48.63,1009.86,588.6,normal,normal,normal,normal,0.05
commercial,concrete,13,271.5,continental,0.722,0.0905,False,-5.15,51.92,1025.66,573.3,critical,normal,normal,critical,0.247
residential,mixed,60,1712.8,coastal,1.209,0.1186,False,20.59,68.86,1014.01,455.8,critical,normal,normal,critical,0.3743
commercial,concrete,43,3101.9,temperate,0.0,0.0618,False,7.8,28.67,1015.2,373.6,critical,normal,attention,critical,0.0909
residential,concrete,63,4872.3,coastal,1.221,0.12,False,17.36,59.29,1002.7,365.4,critical,normal,normal,critical,0.3353
commercial,mixed,51,1775.2,continental,0.551,0.0307,False,14.93,73.62,1013.29,421.8,attention,attention,attention,attention,0.2196
industrial,concrete,53,476.4,coastal,3.652,0.2828,False,20.86,64.15,992.7,313.5,critical,normal,normal,critical,0.5696
residential,mixed,56,1340.9,temperate,1.169,0.0715,False,17.57,62.9,1013.33,366.1,critical,normal,normal,critical,0.3054
historical,brick,24,2732.7,temperate,1.29,0.131,False,13.65,59.88,1009.78,256.6,critical,normal,normal,critical,0.3548
industrial,concrete,77,2564.0,continental,4.467,0.3036,False,14.77,42.29,1016.2,233.4,critical,normal,normal,critical,0.6384
historical,brick,8,64.1,temperate,1.423,0.1301,False,13.38,57.88,1012.01,266.9,critical,normal,normal,critical,0.3734
commercial,brick,65,1454.9,temperate,2.796,0.1861,True,20.79,77.17,1010.67,615.9,critical,attention,normal,critical,0.4813
commercial,mixed,19,3141.6,temperate,0.886,0.0567,False,13.15,62.45,1003.3,480.6,attention,attention,attention,attention,0.2879
commercial,mixed,36,2732.4,temperate,0.158,0.0484,False,19.77,61.5,1009.3,322.5,attention,normal,attention,attention,0.1698
commercial,concrete,40,235.4,arid,2.637,0.2195,False,26.9,13.39,1009.29,346.8,critical,normal,attention,critical,0.4673
residential,mixed,48,2654.2,temperate,0.596,0.0096,False,18.81,42.8,1011.99,355.1,attention,normal,normal,attention,0.1992
historical,wood,80,4539.6,continental,3.224,0.2771,False,-6.02,62.64,1006.12,140.1,critical,normal,attention,critical,0.5417
commercial,mixed,24,790.2,temperate,0.175,0.0132,False,22.12,58.18,1013.83,366.6,normal,normal,attention,attention,0.0
residential,brick,19,1382.6,temperate,0.604,0.0476,False,3.82,66.17,1005.21,328.2,attention,normal,normal,attention,0.2628
historical,wood,18,2035.2,temperate,0.13,0.0449,False,16.57,61.14,1008.9,272.4,attention,normal,normal,attention,0.1462
residential,brick,59,4680.7,temperate,1.454,0.1112,False,15.48,56.79,1011.11,349.7,critical,normal,normal,critical,0.3611
residential,brick,35,4262.5,arid,1.138,0.0898,False,28.23,31.52,1014.8,411.7,critical,normal,normal,critical,0.3377
industrial,mixed,91,2052.5,temperate,3.908,0.3317,False,11.91,55.74,1015.72,290.0,critical,normal,normal,critical,0.5919
residential,wood,43,2370.9,arid,2.601,0.2098,False,19.96,29.26,1008.34,212.0,critical,normal,normal,critical,0.4733
residential,concrete,83,3440.3,continental,4.859,0.3931,False,9.36,55.75,1009.51,337.2,critical,normal,normal,critical,0.6648
commercial,concrete,71,3975.5,temperate,2.555,0.1747,False,7.72,47.3,1012.74,614.0,critical,normal,normal,critical,0.4813
commercial,mixed,33,3312.5,temperate,0.708,0.0334,False,26.09,75.5,1015.5,428.0,attention,attention,attention,attention,0.2444
commercial,concrete,47,1837.1,temperate,2.913,0.2646,False,5.93,59.77,1011.08,451.0,critical,normal,attention,critical,0.5025
residential,wood,106,519.7,continental,5.835,0.4314,False,19.68,78.48,998.73,434.2,critical,critical,normal,critical,0.7214
historical,brick,38,2457.8,temperate,0.822,0.0087,False,19.5,69.2,1013.91,272.3,attention,normal,normal,attention,0.2586
residential,brick,64,3315.9,temperate,1.182,0.0665,False,8.39,74.6,1016.92,525.8,critical,attention,normal,critical,0.3251
historical,concrete,72,2738.8,temperate,2.416,0.1932,False,20.13,56.32,1013.5,426.7,critical,normal,normal,critical,0.4847
historical,brick,69,2934.7,continental,0.585,0.0941,True,7.52,66.66,1016.35,216.5,critical,normal,normal,attention,0.227
residential,mixed,37,988.1,continental,0.216,0.039,False,-16.39,64.72,1014.21,391.9,attention,attention,normal,attention,0.0
historical,brick,28,4864.2,coastal,0.5,0.0726,False,22.35,65.76,1021.6,363.8,critical,normal,normal,critical,0.2416
industrial,mixed,16,1674.0,temperate,0.0,0.0,False,13.93,58.53,1008.34,465.2,normal,normal,normal,normal,0.1062
commercial,concrete,50,2124.1,continental,1.809,0.1807,False,13.75,70.31,1007.55,460.9,critical,normal,attention,critical,0.4412
residential,brick,86,868.9,continental,0.92,0.0613,False,7.67,53.37,1018.9,382.2,critical,normal,normal,critical,0.2997
historical,brick,20,630.9,continental,0.034,0.0,False,4.4,29.47,1008.57,242.6,normal,normal,normal,normal,0.0
residential,concrete,103,2251.9,temperate,4.091,0.3103,True,11.04,67.81,1016.67,305.6,critical,normal,normal,critical,0.6062
industrial,wood,27,3901.5,arid,1.313,0.0885,False,8.55,10.49,1012.86,243.4,critical,attention,normal,critical,0.3471
residential,brick,20,90.7,continental,0.117,0.043,False,7.96,55.46,1026.91,383.1,attention,normal,normal,attention,0.0743
industrial,concrete,42,3675.8,continental,2.914,0.2071,False,12.37,70.65,1005.69,262.8,critical,normal,normal,critical,0.5245
residential,concrete,77,1025.8,arid,1.552,0.1301,False,31.05,28.13,1002.31,288.1,critical,normal,normal,critical,0.3624
historical,brick,41,1017.2,temperate,0.0,0.0613,False,12.31,50.95,1001.82,266.5,critical,normal,normal,critical,0.0495
commercial,mixed,51,1338.0,arid,1.226,0.1117,False,28.53,20.12,1006.8,416.0,critical,normal,attention,critical,0.3194
commercial,concrete,49,3903.7,arid,4.144,0.3021,False,28.43,20.51,1002.88,554.5,critical,normal,normal,critical,0.592
commercial,concrete,19,3569.5,arid,0.312,0.0,False,25.04,7.18,1007.24,431.7,normal,normal,attention,attention,0.0
commercial,brick,67,3934.7,continental,1.943,0.111,False,8.31,41.02,1012.36,412.0,critical,normal,attention,critical,0.4282
residential,brick,37,773.6,continental,0.375,0.0,False,-4.46,62.17,1014.03,394.4,normal,normal,normal,normal,0.1478
commercial,concrete,24,3508.8,temperate,0.771,0.032,False,14.44,49.48,1015.02,346.6,attention,normal,attention,attention,0.2559
residential,wood,6,3933.6,continental,0.0,0.023,False,-5.23,38.3,1024.14,163.4,normal,normal,normal,normal,0.0
industrial,concrete,7,688.7,continental,0.367,0.0,False,-8.83,64.46,1021.49,369.8,normal,normal,normal,normal,0.1093
residential,wood,32,4341.2,coastal,2.275,0.1551,False,25.46,65.48,1004.28,276.9,critical,attention,normal,critical,0.4623
commercial,concrete,51,3404.5,temperate,0.992,0.0832,False,23.26,56.68,1008.96,386.5,critical,normal,attention,critical,0.3065
commercial,mixed,36,4645.7,coastal,1.298,0.1304,False,20.1,72.54,1006.88,641.5,critical,attention,normal,critical,0.3461
residential,concrete,62,3723.7,continental,4.246,0.3908,False,9.67,51.47,1026.27,277.6,critical,normal,normal,critical,0.6594
commercial,mixed,55,4624.8,continental,0.144,0.0306,False,19.01,58.09,1016.71,445.6,normal,normal,attention,attention,0.1665
commercial,concrete,17,1697.6,temperate,0.097,0.0,True,26.73,61.54,1017.0,353.8,attention,normal,attention,attention,0.0
residential,mixed,46,4235.5,temperate,1.867,0.0845,False,18.25,56.73,1015.68,302.2,critical,normal,normal,critical,0.394
industrial,mixed,60,1670.9,temperate,2.107,0.1433,False,22.04,69.06,1005.9,299.0,critical,normal,normal,critical,0.4528
residential,brick,9,106.4,temperate,0.015,0.0136,False,21.31,61.51,1010.4,275.9,normal,normal,normal,normal,0.0
residential,wood,61,1873.7,temperate,2.366,0.1804,False,20.46,66.26,1007.38,359.6,critical,attention,normal,critical,0.4835
residential,mixed,20,1999.1,continental,0.776,0.1141,False,6.75,52.89,1022.64,298.6,critical,normal,normal,critical,0.2707
residential,concrete,77,958.2,coastal,1.766,0.1808,False,14.8,61.49,1012.89,305.8,critical,normal,normal,critical,0.4206
commercial,concrete,74,3630.5,continental,0.293,0.0222,False,0.3,68.18,1018.93,318.8,normal,normal,attention,attention,0.156
residential,concrete,32,3491.2,temperate,0.0,0.0057,True,16.99,46.06,1019.3,408.2,attention,normal,normal,attention,0.0
commercial,mixed,58,3338.2,arid,2.847,0.233,False,33.61,31.46,1013.03,439.2,critical,normal,attention,critical,0.5077
residential,wood,92,4599.7,coastal,3.374,0.2597,False,19.18,55.65,1014.34,289.2,critical,normal,attention,critical,0.5599
industrial,concrete,5,1324.0,arid,0.0,0.0017,False,28.17,12.17,1012.82,313.0,normal,normal,normal,normal,0.0
commercial,concrete,74,863.1,continental,2.475,0.1929,False,10.73,47.74,1022.1,347.6,critical,normal,attention,critical,0.4755
residential,brick,14,1875.9,temperate,1.367,0.0895,False,11.0,65.7,1010.53,196.4,critical,normal,normal,critical,0.3482
commercial,concrete,20,3652.1,coastal,0.662,0.0507,False,16.33,65.54,1017.13,597.0,attention,normal,normal,attention,0.2189
residential,mixed,65,791.9,continental,0.356,0.0,False,6.29,68.4,1007.36,234.1,normal,normal,normal,normal,0.1536
residential,brick,53,3976.2,temperate,0.843,0.0648,False,16.36,60.38,1010.73,291.0,critical,normal,normal,critical,0.1907
historical,brick,71,3369.0,coastal,2.13,0.1942,False,20.08,76.38,1006.59,234.7,critical,attention,normal,critical,0.4253
commercial,concrete,34,3761.4,continental,1.455,0.1091,True,-0.02,45.53,1029.5,339.4,critical,normal,attention,critical,0.3831
residential,concrete,105,266.1,continental,2.404,0.1779,False,15.21,32.73,1022.27,214.1,critical,normal,normal,critical,0.4522
residential,concrete,64,550.7,temperate,1.992,0.1709,False,4.73,55.25,1019.07,325.6,critical,normal,normal,critical,0.4175
commercial,mixed,42,4273.3,temperate,2.795,0.2038,False,16.65,69.86,1014.78,520.8,critical,normal,normal,critical,0.505
residential,wood,40,294.8,coastal,2.897,0.21,False,18.64,66.52,1010.25,281.6,critical,attention,normal,critical,0.5334
residential,wood,17,2271.6,arid,0.777,0.123,True,20.37,38.89,1010.05,179.5,critical,normal,normal,critical,0.3004
industrial,concrete,31,3767.8,temperate,2.027,0.1081,False,10.44,48.09,1010.07,177.6,critical,normal,attention,critical,0.3845
residential,brick,39,1418.5,coastal,0.261,0.0512,False,9.97,71.09,1016.34,365.0,attention,attention,normal,attention,0.1744
residential,mixed,61,2779.4,temperate,4.629,0.3158,False,15.2,72.03,1020.38,399.0,critical,attention,normal,critical,0.6443
commercial,brick,19,1720.3,temperate,0.0,0.0243,False,12.74,71.85,1012.82,331.2,normal,attention,attention,attention,0.011
residential,mixed,48,3934.2,temperate,0.885,0.0919,False,15.21,49.31,1016.02,227.1,critical,normal,normal,critical,0.2787
residential,brick,29,932.8,continental,5.479,0.4283,False,26.24,46.78,1009.44,288.9,critical,normal,normal,critical,0.7015
industrial,concrete,33,462.8,temperate,1.349,0.1072,False,3.24,55.71,1014.7,282.8,critical,normal,normal,critical,0.3519
commercial,concrete,95,3566.5,continental,3.745,0.2802,False,3.74,52.61,1026.84,373.6,critical,normal,attention,critical,0.5834
residential,brick,56,1200.6,continental,2.077,0.1246,False,8.02,64.06,1019.18,427.3,critical,normal,normal,critical,0.4275
commercial,concrete,47,1274.0,coastal,4.118,0.3421,False,18.17,85.91,1013.83,612.9,critical,critical,normal,critical,0.618
industrial,concrete,123,3721.4,temperate,4.179,0.3368,False,6.7,65.05,1008.77,347.2,critical,normal,normal,critical,0.63
residential,brick,4,1934.8,arid,0.169,0.0649,False,19.68,25.96,1012.24,406.0,critical,normal,normal,critical,0.138
residential,concrete,14,874.3,temperate,0.085,0.0011,False,23.74,59.25,1005.79,274.6,normal,normal,normal,normal,0.0831
residential,wood,49,1672.3,continental,1.386,0.1283,False,2.75,40.33,1027.08,444.4,critical,normal,normal,critical,0.3439
commercial,mixed,14,3196.6,temperate,1.191,0.073,True,5.31,71.17,1024.69,291.7,critical,attention,critical,critical,0.2982
residential,brick,15,1681.4,arid,1.324,0.1572,False,39.44,34.29,1004.26,470.9,critical,normal,normal,critical,0.3325
residential,brick,33,3049.3,temperate,0.666,0.0855,False,8.11,43.34,1014.3,209.8,critical,normal,normal,critical,0.2631
commercial,concrete,94,4637.9,continental,2.136,0.1642,False,25.13,52.74,1016.81,394.6,critical,normal,attention,critical,0.4516
commercial,concrete,71,4537.1,temperate,2.148,0.1648,True,18.0,59.36,1012.31,456.5,critical,normal,attention,critical,0.4414
commercial,mixed,12,1880.8,continental,0.205,0.0075,False,9.2,44.65,1009.99,489.4,normal,normal,attention,attention,0.0
residential,brick,62,3120.0,coastal,3.333,0.2773,False,12.51,67.49,1005.13,377.6,critical,normal,normal,critical,0.584
residential,concrete,19,3805.1,coastal,0.271,0.0,False,19.43,61.33,1024.02,340.3,normal,normal,normal,normal,0.1136
industrial,concrete,46,1720.7,temperate,0.934,0.0737,False,12.32,60.29,1015.95,367.1,critical,normal,attention,critical,0.2972
commercial,concrete,28,293.4,coastal,0.496,0.0375,True,13.45,70.72,1011.34,446.3,attention,normal,attention,attention,0.1563
residential,brick,60,624.8,continental,1.424,0.1313,False,12.4,44.42,1006.17,222.7,critical,normal,normal,critical,0.3434
residential,mixed,58,681.0,continental,0.352,0.0307,False,11.6,46.62,1017.89,385.5,normal,normal,normal,normal,0.1608
residential,concrete,77,1595.9,temperate,0.297,0.0048,True,17.61,62.22,1014.92,305.7,attention,normal,normal,attention,0.1826
industrial,concrete,50,2768.1,continental,0.677,0.0509,False,23.15,58.81,1011.18,298.5,attention,normal,normal,attention,0.2711
residential,brick,46,4490.1,continental,2.294,0.1682,False,27.8,63.24,1005.94,235.9,critical,normal,normal,critical,0.4679
commercial,brick,65,1978.6,temperate,1.594,0.1202,False,10.01,56.21,1009.15,353.0,critical,normal,attention,critical,0.3529
industrial,mixed,15,1955.5,temperate,0.379,0.0019,True,13.02,43.82,1023.09,364.6,attention,normal,normal,attention,0.1008
residential,wood,6,1553.9,coastal,0.163,0.0,False,14.9,61.37,1007.8,291.2,normal,normal,normal,normal,0.0044
residential,wood,29,3090.5,continental,1.661,0.1161,False,-0.59,59.67,1025.23,361.1,critical,normal,normal,critical,0.3758
residential,concrete,77,2845.8,arid,1.467,0.0886,False,13.08,35.37,1013.84,350.6,critical,normal,normal,critical,0.3911
commercial,mixed,14,4236.9,continental,0.07,0.0,False,2.0,70.42,1013.36,382.9,normal,attention,attention,normal,0.0
commercial,wood,10,1975.3,temperate,0.0,0.0,False,10.02,66.88,1012.81,390.9,normal,attention,attention,attention,0.0682
industrial,mixed,40,891.1,continental,4.847,0.4415,False,15.2,87.89,1003.51,269.4,critical,critical,normal,critical,0.6763
industrial,concrete,52,2351.5,temperate,3.11,0.2475,False,2.85,51.13,1019.84,317.7,critical,normal,normal,critical,0.5362
historical,wood,3,601.8,temperate,0.981,0.065,False,11.57,58.13,1019.15,235.5,critical,normal,normal,critical,0.2865
residential,concrete,49,1066.1,continental,0.089,0.0,False,9.55,36.29,1008.58,367.7,normal,normal,normal,normal,0.0387
residential,concrete,15,1681.1,temperate,0.0,0.019,False,14.34,66.32,1016.68,287.7,normal,normal,normal,normal,0.0
residential,wood,22,2608.5,temperate,0.0,0.0,False,20.2,33.4,1010.48,340.5,normal,normal,normal,normal,0.0438
commercial,brick,13,2938.3,temperate,0.057,0.0047,False,14.53,55.82,1025.0,396.6,normal,normal,attention,attention,0.0
residential,mixed,32,2368.2,continental,3.325,0.2735,False,21.69,50.26,1011.68,383.7,critical,normal,normal,critical,0.5716
residential,brick,64,2985.7,temperate,0.0,0.0375,False,18.26,45.13,1009.11,377.5,attention,normal,normal,attention,0.0763
commercial,concrete,17,4118.7,continental,0.267,0.0002,False,16.56,44.85,1007.86,398.6,normal,normal,attention,attention,0.0109
industrial,concrete,92,3465.8,temperate,3.242,0.2699,False,25.97,72.44,1018.38,339.5,critical,normal,normal,critical,0.5611
industrial,concrete,79,2980.8,continental,3.179,0.277,False,-11.13,42.74,1013.98,282.5,critical,normal,normal,critical,0.5368
industrial,concrete,42,4616.0,coastal,4.556,0.3225,False,21.73,68.74,1006.68,163.2,critical,normal,attention,critical,0.6336
residential,concrete,14,828.8,temperate,1.592,0.0956,False,19.39,66.61,1024.95,297.2,critical,normal,normal,critical,0.3954
commercial,concrete,47,4059.8,temperate,2.169,0.1573,False,10.65,60.01,1010.28,427.1,critical,normal,attention,critical,0.4585
residential,concrete,93,2184.6,temperate,6.021,0.4703,False,2.59,68.8,1005.95,403.9,critical,normal,normal,critical,0.7383
industrial,concrete,15,3261.3,temperate,0.0,0.0058,False,20.0,61.4,1014.23,386.9,normal,normal,normal,normal,0.0
commercial,concrete,59,1073.5,coastal,0.759,0.0638,False,21.03,65.7,1009.19,451.7,critical,normal,attention,critical,0.2078
commercial,concrete,16,4447.0,coastal,0.189,0.0,False,10.76,53.46,1015.03,645.6,normal,normal,normal,normal,0.0
commercial,concrete,57,2810.2,temperate,2.454,0.1927,False,19.5,52.12,1009.77,491.0,critical,normal,attention,critical,0.4436
residential,wood,120,465.8,temperate,0.768,0.0974,False,18.88,46.86,1012.8,207.0,critical,normal,normal,critical,0.2891
historical,brick,46,2204.7,arid,1.447,0.1514,False,36.39,23.51,1010.93,304.5,critical,normal,normal,critical,0.3482
industrial,concrete,16,4055.6,temperate,0.0,0.0261,False,21.44,62.17,1006.06,422.6,normal,normal,normal,normal,0.1099
historical,mixed,13,257.3,coastal,0.821,0.0557,False,28.77,74.32,1019.4,252.2,attention,attention,normal,attention,0.2549
residential,concrete,42,3659.7,temperate,5.712,0.4403,False,14.71,70.33,1021.8,280.7,critical,normal,normal,critical,0.7121
historical,wood,45,294.6,continental,1.389,0.1472,False,-10.82,43.79,1030.73,338.0,critical,normal,normal,critical,0.3602
historical,brick,50,2548.2,continental,0.801,0.0595,False,-11.26,53.17,1024.58,284.7,critical,normal,normal,critical,0.2935
industrial,mixed,22,2374.9,continental,1.299,0.0499,False,-1.51,74.26,1001.36,216.7,critical,attention,normal,critical,0.3169
residential,mixed,63,4884.3,continental,4.894,0.3772,False,-5.52,59.51,1019.71,415.3,critical,normal,normal,critical,0.6681
industrial,concrete,94,2081.2,temperate,3.577,0.2444,False,13.78,52.23,1007.02,380.4,critical,normal,normal,critical,0.5741
residential,concrete,13,1823.3,temperate,1.116,0.0547,False,21.68,68.24,1016.07,443.7,critical,normal,normal,critical,0.2903
industrial,mixed,31,1956.7,temperate,0.813,0.1131,True,13.29,66.82,1020.86,232.0,critical,normal,normal,critical,0.2957
commercial,concrete,59,2264.0,coastal,2.367,0.2255,False,11.37,72.99,1011.12,385.0,critical,normal,attention,critical,0.4704
residential,brick,42,3124.7,temperate,0.653,0.103,False,7.15,59.17,1006.09,359.5,critical,normal,normal,critical,0.244
commercial,concrete,115,486.7,continental,6.451,0.4932,False,-8.63,64.23,1006.12,469.2,critical,normal,attention,critical,0.7702
historical,brick,20,3896.2,continental,0.0,0.0145,False,18.31,76.38,1020.93,159.7,normal,attention,normal,attention,0.0
residential,concrete,23,3562.5,continental,0.171,0.0,False,-10.48,41.62,1002.59,330.0,normal,normal,normal,normal,0.0858
historical,concrete,69,1778.6,temperate,3.443,0.3223,False,11.46,54.59,1021.44,379.1,attention,normal,normal,critical,0.5859
historical,brick,29,90.9,arid,0.01,0.0,False,29.16,38.74,1011.24,218.9,normal,normal,normal,normal,0.1101
industrial,mixed,14,748.3,continental,0.0,0.0,False,30.93,53.52,1012.68,263.5,normal,normal,normal,normal,0.0
residential,brick,13,4084.1,arid,0.28,0.0342,False,19.2,41.56,1019.53,319.6,normal,normal,normal,normal,0.0253
commercial,brick,86,2020.8,temperate,0.537,0.078,False,22.11,43.36,1016.98,405.7,critical,normal,attention,critical,0.2091
commercial,concrete,27,4276.3,temperate,0.0,0.0366,False,26.82,55.05,1004.32,475.4,attention,normal,attention,attention,0.0401
residential,wood,49,2638.2,temperate,0.535,0.0421,False,10.78,58.43,1008.51,335.5,attention,normal,normal,attention,0.1735
commercial,mixed,15,912.4,temperate,0.0,0.0,False,15.4,45.25,1012.47,616.9,normal,normal,normal,normal,0.0
industrial,concrete,27,439.1,temperate,0.685,0.0392,False,17.74,61.64,1010.84,284.3,attention,normal,normal,attention,0.2362
residential,brick,86,3131.7,coastal,1.199,0.1365,False,11.85,70.95,1018.08,254.5,critical,attention,normal,critical,0.3487
commercial,mixed,44,856.2,continental,0.779,0.0725,False,15.17,34.68,1021.05,571.2,critical,normal,normal,critical,0.2456
residential,brick,22,2551.5,continental,1.972,0.1616,True,39.65,64.28,1008.28,214.1,critical,normal,normal,critical,0.4302
residential,mixed,49,2263.7,continental,2.442,0.1958,True,30.1,98.33,1012.05,411.4,critical,critical,normal,critical,0.4847
residential,concrete,58,3117.6,temperate,1.399,0.1596,False,23.16,46.11,1012.9,415.7,critical,normal,normal,critical,0.3848
industrial,wood,55,4724.0,temperate,1.351,0.0882,False,8.26,49.9,1012.4,287.3,critical,normal,normal,critical,0.3476
residential,brick,20,3928.9,continental,0.147,0.0,False,8.32,63.07,1001.34,361.8,normal,normal,normal,normal,0.0
residential,mixed,7,611.6,continental,0.15,0.0,False,-5.91,38.1,1004.0,255.2,normal,normal,normal,normal,0.1273
historical,brick,12,4540.2,temperate,0.004,0.0,False,15.66,42.19,1013.48,202.8,normal,normal,normal,normal,0.0
historical,brick,8,595.5,arid,0.049,0.0356,False,29.62,27.96,1004.84,188.2,attention,normal,normal,attention,0.0
historical,wood,60,2289.1,continental,1.289,0.1239,False,-8.32,55.41,1007.4,296.4,critical,normal,normal,critical,0.3244
commercial,mixed,76,2163.5,temperate,1.805,0.1067,False,17.81,63.0,1018.69,558.9,critical,normal,normal,critical,0.4014
industrial,concrete,64,4654.9,temperate,7.296,0.552,False,2.12,54.9,1007.03,264.8,critical,normal,normal,critical,0.799
commercial,mixed,22,119.5,continental,1.09,0.0891,False,3.65,37.5,1024.57,404.2,critical,normal,attention,critical,0.2812
residential,brick,22,578.9,continental,0.182,0.0,False,39.55,54.71,1013.38,337.1,normal,normal,normal,normal,0.1075
residential,brick,22,212.0,temperate,0.904,0.1402,False,18.81,55.26,1009.83,374.2,critical,normal,normal,critical,0.2878
commercial,brick,83,2741.2,continental,2.759,0.2267,False,16.69,52.87,1018.01,356.5,critical,normal,attention,critical,0.4979
industrial,concrete,64,1377.9,continental,3.775,0.3173,False,7.11,53.78,1012.15,241.6,critical,normal,normal,critical,0.5702
commercial,brick,45,290.4,temperate,0.73,0.0118,False,14.66,67.06,1009.63,556.3,attention,normal,attention,attention,0.1966
residential,wood,120,3873.5,arid,3.141,0.2362,True,32.74,42.93,1011.18,358.3,critical,normal,normal,critical,0.5409
commercial,brick,67,2522.4,coastal,1.853,0.1159,False,19.19,63.58,1011.34,503.7,critical,normal,normal,critical,0.4112
residential,concrete,86,3270.1,continental,2.357,0.2312,False,-0.92,52.42,1018.55,358.5,critical,normal,normal,critical,0.4916
commercial,concrete,42,135.7,temperate,1.218,0.0783,False,26.92,37.87,1012.09,438.6,critical,normal,attention,critical,0.3188
residential,brick,39,3073.7,coastal,0.938,0.072,False,13.25,58.99,1009.76,325.4,critical,normal,normal,critical,0.3139
residential,brick,59,3487.7,arid,0.501,0.0025,False,26.13,22.79,1007.98,490.2,normal,normal,normal,normal,0.1808
commercial,mixed,59,1922.4,arid,2.464,0.187,False,35.0,25.41,1010.46,527.6,critical,normal,attention,critical,0.4875
residential,wood,13,4803.9,temperate,0.043,0.0542,False,13.35,55.98,1009.14,374.9,attention,normal,normal,attention,0.0606
residential,mixed,37,3901.5,temperate,0.0,0.0639,False,15.68,71.94,1011.01,220.9,critical,attention,normal,critical,0.0397
residential,concrete,25,1126.9,temperate,0.067,0.0,False,14.78,52.75,1017.5,249.1,normal,normal,normal,normal,0.0536
residential,brick,34,1225.1,continental,3.059,0.3243,False,14.56,62.39,1026.59,379.8,critical,normal,normal,critical,0.5656
industrial,concrete,57,470.2,temperate,2.281,0.1536,True,14.68,64.29,1009.08,298.8,critical,normal,normal,critical,0.4783
commercial,concrete,60,3531.4,temperate,0.843,0.1702,False,10.68,46.27,1008.97,365.7,critical,normal,attention,critical,0.2862
residential,wood,52,1564.3,temperate,3.339,0.2592,False,13.33,59.86,1009.07,407.3,critical,normal,normal,critical,0.5352
residential,brick,107,1215.8,temperate,6.314,0.4915,False,10.67,48.3,1010.95,322.4,critical,normal,normal,critical,0.7507
residential,brick,57,3941.7,temperate,2.449,0.2228,False,8.15,53.66,1017.44,432.1,critical,normal,normal,critical,0.4775
industrial,concrete,52,2340.0,coastal,1.995,0.1516,False,11.33,74.32,1016.52,379.0,critical,normal,normal,critical,0.4177
residential,brick,32,1421.2,coastal,0.703,0.0842,False,9.64,65.02,1024.01,464.1,critical,normal,normal,critical,0.291
industrial,concrete,75,1312.8,temperate,1.085,0.1196,False,19.44,79.75,1010.45,319.1,critical,attention,normal,critical,0.3016
residential,concrete,62,4564.7,continental,1.761,0.1273,False,-2.78,47.17,997.81,522.2,critical,normal,normal,critical,0.4033
commercial,concrete,28,1338.1,coastal,1.297,0.1027,False,11.77,78.61,1016.02,484.2,critical,attention,attention,critical,0.3395
industrial,mixed,9,3256.9,temperate,0.796,0.0692,False,9.74,38.61,1010.7,270.6,critical,normal,normal,critical,0.308
commercial,concrete,83,4645.6,temperate,6.917,0.5572,False,8.8,69.07,1010.88,386.2,critical,normal,attention,critical,0.789
residential,concrete,47,4944.1,temperate,3.683,0.2795,False,9.49,69.7,1011.24,430.2,critical,normal,normal,critical,0.5838
industrial,concrete,47,788.6,coastal,0.923,0.0782,False,10.3,71.39,1009.34,460.4,critical,normal,normal,critical,0.3029
industrial,brick,54,4908.5,arid,2.029,0.1427,False,27.05,36.91,1009.2,369.0,critical,normal,normal,critical,0.4201
commercial,concrete,48,165.5,continental,0.599,0.0688,False,-2.84,45.29,1018.72,496.6,critical,normal,attention,critical,0.242
residential,brick,65,1867.3,temperate,0.417,0.0629,False,9.56,54.42,1007.36,438.1,critical,normal,normal,critical,0.2583
residential,concrete,66,2150.4,coastal,4.288,0.3777,False,19.94,56.49,1026.09,307.3,critical,normal,normal,critical,0.6181
industrial,concrete,48,3202.3,continental,5.056,0.4056,False,-13.47,47.84,1014.26,280.9,critical,normal,normal,critical,0.6734
residential,concrete,92,259.1,arid,8.678,0.6472,False,18.31,31.84,1011.04,249.3,critical,normal,normal,critical,0.8928
historical,brick,7,2533.6,continental,0.165,0.0,False,14.71,61.69,1014.12,279.1,normal,normal,normal,attention,0.0458
historical,wood,24,3266.9,temperate,0.044,0.0115,False,10.77,67.68,1013.96,317.1,normal,attention,normal,attention,0.0579
industrial,concrete,56,3778.3,continental,0.855,0.041,False,13.24,43.21,1022.84,250.2,attention,normal,normal,attention,0.2768
