building_type,material,age_years,area_m2,region,tilt_angle_deg,vibration_magnitude,shock_detected,temperature_c,humidity_pct,pressure_hpa,illuminance_lux,structural_status,climate_status,lighting_status,overall_status,_true_degradation_level
commercial,concrete,78,1054.1,continental,1.226,0.0964,False,7.97,45.48,1007.95,416.9,normal,normal,normal,normal,0.3522
residential,brick,25,4858.9,arid,0.17,0.0,False,23.49,37.03,1002.6,403.0,normal,normal,normal,normal,0.0789
residential,mixed,16,2129.1,continental,0.187,0.0,False,22.92,38.83,1006.35,489.6,normal,normal,normal,normal,0.0
residential,concrete,30,389.6,temperate,1.514,0.0804,True,12.64,55.68,1018.42,386.9,attention,normal,normal,attention,0.3159
residential,wood,39,2174.4,continental,4.323,0.3321,False,2.94,43.16,1012.82,311.7,attention,normal,attention,attention,0.6101
residential,brick,48,1634.0,continental,0.0,0.0249,False,0.66,54.54,1031.26,424.7,normal,normal,normal,normal,0.0
residential,brick,92,821.5,temperate,3.689,0.305,False,7.81,53.32,1008.16,455.8,attention,normal,normal,attention,0.556
historical,wood,62,586.8,temperate,0.939,0.0487,False,18.02,67.85,1008.86,218.5,normal,attention,normal,attention,0.2871
industrial,concrete,79,874.6,arid,3.101,0.236,False,37.22,26.26,1014.65,216.3,attention,normal,normal,attention,0.526
residential,concrete,45,4440.7,coastal,0.224,0.0,False,21.06,70.05,1022.81,317.7,normal,normal,normal,normal,0.1052
residential,brick,112,3795.4,temperate,4.562,0.3742,False,10.69,53.63,1013.22,369.2,critical,normal,normal,critical,0.6284
commercial,mixed,94,1207.1,temperate,0.943,0.0651,False,7.99,64.26,1013.1,490.2,normal,normal,normal,normal,0.2394
commercial,mixed,97,4537.0,temperate,2.014,0.1444,False,13.4,65.4,1027.98,357.9,attention,attention,normal,attention,0.4456
residential,mixed,122,3335.6,continental,1.573,0.0839,True,14.44,56.7,1026.69,284.7,attention,normal,normal,attention,0.3754
historical,mixed,40,2091.8,continental,0.572,0.0167,False,14.24,50.62,1014.14,291.7,normal,normal,normal,normal,0.2171
residential,brick,26,255.1,temperate,0.505,0.0577,True,20.7,59.56,1013.83,174.9,attention,normal,normal,attention,0.1887
commercial,concrete,42,2253.5,continental,0.665,0.0406,False,3.69,35.16,1001.16,531.6,normal,normal,normal,normal,0.2636
historical,wood,42,1361.1,temperate,5.07,0.3659,False,13.31,65.23,1010.05,152.8,critical,attention,normal,critical,0.6797
residential,concrete,55,1125.7,coastal,4.198,0.3402,False,16.94,69.2,1010.29,359.4,attention,normal,normal,attention,0.6327
residential,wood,56,1862.7,temperate,0.249,0.0002,False,11.37,46.12,1015.64,303.8,normal,normal,normal,normal,0.0
historical,brick,45,3425.3,coastal,1.017,0.1478,False,26.06,64.58,1018.21,62.2,attention,normal,attention,attention,0.3262
residential,wood,19,4384.5,continental,0.151,0.0,False,12.23,45.63,1021.98,467.4,normal,normal,normal,normal,0.046
residential,concrete,14,1244.2,coastal,1.042,0.097,False,19.38,64.04,1014.98,363.2,normal,normal,normal,normal,0.2836
residential,wood,70,4398.1,temperate,0.851,0.095,False,19.42,58.69,1020.1,271.4,normal,normal,normal,normal,0.2972
residential,brick,26,2173.1,continental,0.872,0.0957,False,-8.37,48.15,1021.0,342.7,normal,normal,normal,normal,0.2838
historical,brick,42,4050.6,continental,1.143,0.0855,False,11.31,53.78,1015.83,264.2,normal,normal,normal,normal,0.299
residential,concrete,40,1194.3,arid,0.155,0.0274,False,32.14,22.81,1006.02,325.8,normal,normal,normal,normal,0.1003
industrial,wood,68,4269.8,coastal,3.271,0.27,False,18.46,75.51,1005.93,254.7,attention,critical,normal,critical,0.5396
commercial,mixed,39,653.4,continental,4.472,0.3753,False,9.66,64.37,1025.77,449.4,critical,normal,normal,attention,0.6538
industrial,concrete,21,3974.6,arid,0.907,0.0712,False,28.55,32.89,1009.15,219.3,normal,normal,normal,normal,0.2892
residential,concrete,91,4178.1,continental,5.205,0.4045,False,7.81,56.19,1024.26,371.4,critical,normal,normal,critical,0.6658
industrial,wood,105,2691.0,temperate,5.116,0.4259,False,17.88,42.31,1006.81,313.7,critical,normal,normal,critical,0.6981
industrial,concrete,42,2372.1,temperate,1.373,0.0576,False,20.21,55.37,1012.38,452.5,normal,normal,normal,normal,0.3431
residential,brick,38,4035.5,continental,0.591,0.0418,False,11.17,30.01,1010.78,322.0,normal,normal,normal,normal,0.241
commercial,concrete,76,3036.0,continental,3.077,0.2717,False,-11.99,41.14,1012.16,459.0,attention,normal,normal,attention,0.5341
residential,brick,11,4783.6,temperate,2.327,0.189,False,16.29,62.14,1023.29,435.2,critical,normal,normal,attention,0.4601
residential,mixed,47,4152.5,continental,0.016,0.0419,False,5.41,49.27,1012.62,408.1,attention,normal,normal,normal,0.1302
commercial,concrete,54,1300.0,continental,3.692,0.305,False,7.42,44.1,1006.2,643.8,attention,normal,normal,attention,0.585
commercial,concrete,43,76.1,temperate,1.051,0.0821,False,25.44,69.5,1005.77,420.5,normal,normal,normal,normal,0.3079
residential,brick,20,1962.2,arid,0.0,0.0,False,24.72,26.0,1002.59,339.8,normal,normal,normal,normal,0.0
residential,wood,15,3766.5,temperate,0.0,0.0345,False,17.75,53.39,1006.52,385.7,normal,normal,normal,normal,0.0
commercial,mixed,75,779.6,arid,3.049,0.2814,False,34.52,38.72,1016.61,435.6,attention,normal,normal,attention,0.5322
residential,concrete,26,3697.7,arid,1.147,0.0898,False,24.07,26.47,1014.01,302.8,normal,normal,normal,normal,0.3372
residential,concrete,86,401.3,temperate,8.417,0.7242,False,20.02,67.26,1005.68,264.5,critical,normal,normal,critical,0.878
residential,concrete,101,2682.4,temperate,1.707,0.1112,False,5.63,59.85,1017.62,468.6,attention,normal,normal,attention,0.3557
residential,brick,46,4613.3,arid,1.82,0.1787,False,10.51,21.48,1015.08,319.6,attention,normal,normal,attention,0.4025
residential,brick,29,2088.1,arid,0.402,0.0061,False,27.53,22.08,1013.84,445.9,normal,normal,normal,normal,0.1557
residential,brick,46,3407.5,continental,1.647,0.1221,True,-14.5,48.55,1011.2,369.2,attention,normal,normal,attention,0.3983
residential,wood,20,2375.3,temperate,0.397,0.0,False,13.31,62.38,1004.31,461.8,normal,attention,normal,attention,0.1452
residential,brick,19,4424.3,continental,0.179,0.0,False,2.25,60.28,1005.36,486.6,normal,normal,normal,normal,0.1118
commercial,concrete,93,433.9,continental,3.863,0.2609,True,14.99,60.67,1020.36,455.8,attention,normal,normal,attention,0.5882
residential,mixed,17,3748.2,continental,0.0,0.0,False,17.45,37.72,1003.84,341.9,normal,normal,normal,normal,0.0616
historical,wood,17,195.4,temperate,0.288,0.0044,False,15.51,48.25,1018.25,207.5,normal,normal,normal,normal,0.0269
residential,wood,22,2330.1,coastal,1.603,0.1141,False,21.58,64.44,1007.2,259.5,normal,attention,normal,attention,0.4068
residential,concrete,66,591.4,temperate,0.156,0.0625,False,17.53,48.9,1006.71,457.6,normal,normal,normal,normal,0.1249
residential,concrete,32,3675.4,temperate,1.24,0.1419,False,16.58,65.17,1018.3,373.5,attention,normal,normal,attention,0.3479
residential,brick,55,3890.9,continental,2.013,0.2065,False,4.79,44.4,1023.83,347.7,attention,normal,normal,critical,0.4379
commercial,concrete,33,4232.7,arid,0.224,0.0031,False,17.41,28.06,1001.83,343.8,normal,normal,normal,normal,0.0
commercial,brick,39,2550.4,continental,1.155,0.089,False,13.52,59.48,1015.02,441.4,normal,normal,normal,normal,0.34
residential,brick,55,3129.8,coastal,1.685,0.1672,False,10.37,70.56,1010.83,284.5,critical,attention,normal,attention,0.4033
residential,brick,43,219.8,temperate,0.0,0.0,False,6.69,56.87,1007.87,387.8,normal,normal,normal,attention,0.0219
historical,wood,65,3255.5,temperate,1.867,0.1602,False,3.27,53.4,1008.85,190.3,attention,normal,normal,attention,0.388
residential,mixed,58,556.8,coastal,1.792,0.0984,False,13.48,61.16,1027.29,434.5,normal,normal,normal,normal,0.3773
residential,concrete,18,3865.8,coastal,0.65,0.0223,False,17.9,68.03,1019.22,467.1,normal,normal,normal,normal,0.2229
historical,brick,37,4711.5,temperate,0.763,0.1219,False,17.92,45.75,1023.99,330.1,normal,normal,normal,normal,0.2496
residential,brick,42,3814.8,temperate,0.619,0.0212,False,15.71,69.51,1015.43,369.3,normal,normal,normal,normal,0.2469
residential,brick,36,2587.3,temperate,0.152,0.045,False,6.92,47.07,1019.96,352.8,normal,normal,normal,normal,0.149
industrial,concrete,50,535.7,arid,0.021,0.0381,False,25.64,36.94,1007.15,296.9,normal,normal,normal,normal,0.1289
commercial,concrete,36,675.0,arid,4.063,0.3073,False,1.42,30.17,1009.64,438.9,attention,normal,normal,attention,0.5997
residential,mixed,41,133.8,continental,1.255,0.1022,False,16.82,43.95,1015.85,332.2,normal,normal,normal,normal,0.3479
commercial,brick,110,2578.6,continental,2.877,0.2906,False,14.09,65.04,994.77,544.7,critical,normal,normal,critical,0.5161
commercial,concrete,49,1489.2,continental,3.906,0.2713,False,17.25,39.01,998.04,478.6,attention,normal,normal,attention,0.5863
commercial,mixed,30,4113.9,continental,0.0,0.0217,False,1.27,47.78,1019.27,558.9,normal,normal,normal,normal,0.0
residential,mixed,27,1337.8,temperate,0.907,0.1095,False,11.25,60.97,1012.18,324.0,normal,normal,normal,normal,0.3011
commercial,mixed,46,3641.5,temperate,2.383,0.1407,False,9.33,72.69,1016.1,474.2,attention,attention,normal,attention,0.4713
residential,wood,6,4059.4,continental,0.311,0.0,False,6.59,66.15,1008.82,300.7,normal,attention,attention,attention,0.126
historical,wood,38,4172.5,temperate,0.441,0.0305,False,13.76,62.03,1007.04,227.1,normal,attention,normal,attention,0.1788
residential,concrete,41,3808.9,temperate,1.37,0.0517,False,20.76,70.08,1012.87,324.2,normal,normal,normal,normal,0.3248
commercial,concrete,19,1078.9,continental,0.0,0.0,False,9.85,50.67,1010.72,451.8,normal,normal,normal,attention,0.0
commercial,concrete,79,4387.5,temperate,1.463,0.1123,False,22.47,64.99,999.68,441.1,normal,normal,normal,normal,0.3756
commercial,brick,66,704.4,coastal,3.125,0.2018,False,22.28,81.01,1010.22,415.6,attention,attention,normal,attention,0.5123
commercial,concrete,56,4617.5,arid,3.112,0.2434,False,30.43,39.98,1017.44,363.2,attention,normal,normal,attention,0.5076
commercial,concrete,8,3260.0,arid,0.013,0.0,True,29.07,18.98,1002.89,348.6,attention,normal,normal,attention,0.0
residential,wood,35,3120.1,temperate,1.014,0.0449,True,17.8,49.42,1021.4,457.2,attention,normal,normal,attention,0.2531
commercial,mixed,8,3891.4,temperate,0.0,0.0,False,7.66,59.99,1014.02,448.9,normal,normal,normal,normal,0.019
residential,brick,103,406.3,coastal,2.679,0.2189,False,13.87,60.81,1010.44,407.1,attention,normal,normal,attention,0.4969
industrial,concrete,40,3137.4,continental,0.0,0.0,False,-1.2,35.28,1010.75,251.8,normal,normal,normal,normal,0.0217
industrial,concrete,104,4191.1,continental,7.491,0.5744,False,7.74,52.81,1009.69,291.5,critical,normal,normal,critical,0.8257
residential,brick,64,4861.1,temperate,3.671,0.3023,False,23.0,59.18,1003.6,399.5,attention,normal,normal,attention,0.5712
industrial,concrete,76,3441.6,temperate,1.054,0.0807,False,16.45,61.67,1009.41,471.4,normal,normal,normal,normal,0.3078
industrial,concrete,42,1828.0,temperate,0.521,0.0684,False,22.65,63.57,1011.4,266.1,normal,normal,normal,normal,0.133
residential,concrete,10,3799.1,coastal,0.243,0.0136,False,11.39,70.53,1024.08,366.7,normal,normal,normal,normal,0.1247
industrial,concrete,69,1082.6,coastal,3.182,0.2056,False,20.42,61.51,1007.78,379.0,attention,normal,normal,attention,0.5284
historical,brick,21,2400.0,temperate,1.824,0.1248,False,10.92,38.12,1010.28,313.2,normal,normal,normal,normal,0.3588
residential,concrete,28,59.8,continental,1.691,0.1003,False,24.62,58.94,1011.76,316.7,normal,normal,normal,normal,0.4087
residential,concrete,12,3279.5,continental,0.0,0.0306,False,-0.92,65.61,1013.12,478.9,normal,normal,normal,normal,0.0276
historical,wood,8,3716.0,temperate,0.051,0.0021,False,12.99,65.69,1014.16,371.2,normal,attention,normal,attention,0.1113
residential,wood,82,1396.6,arid,4.825,0.3739,False,33.46,18.12,1009.7,356.8,critical,normal,normal,critical,0.6455
residential,brick,56,3275.5,temperate,2.606,0.1623,False,20.56,68.71,1024.3,404.4,attention,normal,attention,attention,0.497
commercial,wood,10,3529.0,coastal,0.08,0.0302,False,14.84,71.19,1019.7,452.1,normal,attention,normal,attention,0.0251
commercial,concrete,7,2101.6,arid,0.0,0.0,False,33.97,27.74,1005.61,634.2,normal,normal,normal,normal,0.0
residential,concrete,35,866.1,arid,0.272,0.035,False,20.49,32.06,1011.74,306.9,normal,normal,normal,normal,0.1436
residential,concrete,49,4792.7,temperate,6.807,0.5443,True,8.8,69.55,1010.26,409.0,critical,normal,normal,critical,0.7896
commercial,mixed,40,4237.0,continental,1.533,0.1257,False,22.27,66.09,1018.28,391.0,normal,attention,normal,attention,0.3683
industrial,concrete,82,1365.6,arid,3.492,0.2943,False,41.87,28.06,1016.94,289.1,attention,attention,normal,attention,0.5556
industrial,concrete,29,104.3,temperate,0.834,0.0795,False,16.84,70.63,1018.87,353.0,normal,normal,normal,normal,0.2992
commercial,mixed,71,2829.7,temperate,1.362,0.1482,False,18.2,46.74,1015.65,471.8,attention,normal,normal,attention,0.3574
commercial,concrete,57,4812.1,temperate,3.099,0.2772,False,11.72,57.54,1003.17,491.3,attention,normal,normal,attention,0.527
commercial,concrete,26,3176.1,continental,3.515,0.2591,False,33.34,66.95,1020.25,322.5,attention,normal,normal,attention,0.5605
historical,brick,55,4453.4,temperate,2.1,0.1929,False,14.96,64.45,1000.48,177.0,attention,normal,attention,attention,0.4311
residential,concrete,117,2010.3,coastal,3.472,0.2337,False,14.78,76.1,1010.73,323.9,attention,attention,normal,attention,0.5545
industrial,concrete,18,3120.9,coastal,0.0,0.0029,False,24.92,52.28,1017.79,408.0,normal,normal,normal,normal,0.0
residential,concrete,71,2572.2,coastal,2.307,0.1697,True,14.82,70.67,1002.85,309.0,attention,normal,normal,attention,0.4695
historical,wood,37,3722.4,temperate,0.282,0.02,False,16.7,68.14,1024.51,168.9,normal,attention,normal,attention,0.1182
residential,concrete,7,2255.3,arid,0.02,0.0181,False,11.65,22.16,1005.47,281.1,normal,normal,normal,normal,0.0323
commercial,mixed,50,1067.7,arid,1.948,0.1251,False,26.93,26.1,1015.73,490.0,attention,normal,normal,attention,0.4
commercial,concrete,81,4092.1,continental,5.332,0.4126,False,32.48,36.28,1009.88,337.8,critical,normal,normal,critical,0.7072
industrial,concrete,41,1322.7,continental,3.352,0.2937,False,3.6,91.42,1012.01,298.8,attention,critical,normal,critical,0.5646
commercial,mixed,34,2242.6,arid,1.003,0.1009,False,29.34,36.91,1009.24,429.4,normal,normal,normal,normal,0.3179
industrial,concrete,7,4051.4,temperate,0.047,0.0,False,14.1,80.34,1005.01,331.5,normal,attention,normal,attention,0.0765
commercial,concrete,56,2542.2,continental,1.223,0.1068,False,17.68,65.86,1031.0,433.4,normal,normal,normal,normal,0.323
industrial,brick,76,1335.2,coastal,4.175,0.3062,False,26.95,79.33,1008.0,363.7,attention,attention,normal,critical,0.6302
residential,brick,9,81.2,arid,2.119,0.1206,False,18.34,21.83,1010.45,254.3,attention,normal,normal,attention,0.4321
commercial,concrete,48,3160.2,temperate,1.53,0.1316,False,14.93,60.91,1022.81,490.4,normal,normal,normal,normal,0.3914
industrial,concrete,54,2751.7,continental,1.857,0.1979,False,3.18,66.63,1017.35,278.7,attention,normal,normal,attention,0.4169
residential,brick,40,4117.4,temperate,3.229,0.2445,False,14.06,62.53,1018.93,504.6,attention,normal,normal,attention,0.5331
industrial,brick,74,432.2,arid,2.183,0.1742,False,30.3,25.93,1020.54,362.7,attention,normal,normal,attention,0.4447
commercial,concrete,34,4227.3,temperate,0.602,0.1086,False,14.23,66.13,1011.06,478.1,normal,normal,normal,normal,0.2875
commercial,concrete,41,1987.6,temperate,2.027,0.1304,False,12.35,37.74,1015.34,439.2,attention,normal,normal,attention,0.3956
commercial,concrete,100,707.8,arid,5.813,0.4719,False,27.73,13.08,1010.73,456.7,critical,normal,normal,critical,0.7371
industrial,concrete,31,3942.8,temperate,0.067,0.0193,False,0.21,59.93,1009.09,295.4,normal,normal,normal,normal,0.1492
residential,concrete,47,3383.3,continental,0.214,0.0,False,11.66,51.46,1020.65,324.0,normal,normal,normal,normal,0.1687
residential,concrete,64,322.6,temperate,4.89,0.393,False,18.88,76.25,1004.4,394.9,critical,attention,normal,critical,0.6771
commercial,concrete,77,1078.0,temperate,5.945,0.483,False,26.52,66.72,1026.55,521.8,critical,normal,normal,critical,0.7471
commercial,mixed,12,3580.3,coastal,0.0,0.0349,False,19.28,72.14,1014.35,520.0,normal,attention,normal,attention,0.0
residential,concrete,69,1146.4,temperate,2.957,0.228,False,16.97,65.48,1007.78,306.4,attention,normal,normal,attention,0.5108
residential,brick,48,2910.4,arid,6.987,0.5449,False,28.77,24.21,1006.81,347.4,critical,normal,normal,critical,0.7962
commercial,concrete,43,4256.1,continental,5.033,0.4597,False,21.84,52.7,1018.66,507.6,critical,normal,normal,critical,0.6821
industrial,concrete,58,821.9,continental,7.452,0.5782,False,14.15,82.86,1016.96,337.9,critical,attention,normal,critical,0.8248
residential,mixed,77,4208.5,arid,2.072,0.2224,False,17.22,30.42,1012.72,321.3,attention,normal,normal,attention,0.4533
residential,brick,80,677.8,continental,2.903,0.2119,False,20.88,41.96,1027.04,364.3,attention,normal,attention,attention,0.5059
residential,brick,90,2691.7,temperate,2.999,0.2738,False,14.03,42.96,1011.31,418.7,attention,normal,normal,attention,0.522
residential,brick,10,3855.5,continental,0.0,0.0417,False,37.06,53.18,1009.92,395.7,normal,normal,normal,normal,0.03
commercial,concrete,58,4064.0,continental,2.317,0.1793,True,12.88,43.45,1008.02,571.1,attention,normal,normal,attention,0.4608
residential,brick,82,4113.0,coastal,3.311,0.2847,False,16.95,75.96,1016.07,304.2,attention,attention,normal,attention,0.5513
commercial,mixed,93,217.5,temperate,3.854,0.33,False,20.8,72.26,1014.51,560.9,critical,attention,normal,critical,0.6011
commercial,concrete,15,4614.1,temperate,0.0,0.0,False,8.33,85.01,1008.49,525.3,normal,attention,normal,attention,0.1026
residential,concrete,26,1008.9,continental,6.001,0.4806,False,-15.44,56.11,1015.31,328.6,critical,attention,normal,critical,0.7304
historical,brick,86,4131.9,temperate,4.866,0.3914,False,9.18,71.76,1017.33,274.8,critical,attention,normal,critical,0.671
residential,brick,46,1990.7,continental,1.972,0.193,False,21.32,47.98,1007.41,322.8,attention,normal,normal,attention,0.4405
residential,concrete,77,3875.5,coastal,3.125,0.2129,False,4.87,74.75,1000.42,316.6,attention,normal,normal,attention,0.5235
residential,concrete,55,280.8,continental,1.126,0.082,False,11.12,38.37,1011.43,411.3,normal,normal,normal,normal,0.3122
residential,brick,27,3555.0,arid,0.128,0.0496,False,31.24,36.02,1015.24,322.3,normal,normal,normal,normal,0.2445
commercial,concrete,10,543.1,continental,0.153,0.0,False,10.76,45.95,1018.75,433.7,normal,normal,normal,normal,0.0
residential,brick,134,1020.9,temperate,3.084,0.1711,False,27.55,50.25,1013.3,369.4,attention,normal,normal,attention,0.5235
residential,wood,15,440.7,temperate,0.806,0.053,False,13.33,56.28,1012.92,450.3,normal,normal,normal,normal,0.2919
residential,wood,18,562.1,continental,0.02,0.0,False,15.97,31.5,1019.88,299.9,normal,normal,normal,normal,0.0
residential,wood,47,738.5,arid,0.37,0.0,False,26.37,20.09,1007.86,320.4,normal,normal,normal,normal,0.1185
commercial,mixed,67,3879.2,temperate,2.045,0.1279,False,-0.81,57.2,1014.17,462.9,attention,normal,normal,attention,0.4553
industrial,brick,83,4161.2,coastal,3.198,0.3036,False,14.08,76.89,1008.3,335.8,attention,attention,normal,attention,0.5356
commercial,concrete,61,3575.3,temperate,4.966,0.3639,False,10.8,53.34,1020.53,448.5,critical,normal,normal,critical,0.6418
historical,brick,26,92.1,continental,0.825,0.0737,False,5.07,46.09,1022.42,218.4,normal,normal,normal,normal,0.2604
commercial,brick,11,590.6,coastal,0.652,0.0367,True,23.18,49.47,1011.35,541.8,attention,normal,normal,attention,0.2381
residential,mixed,60,320.7,temperate,3.294,0.2456,False,12.27,66.28,1011.52,266.6,attention,attention,normal,attention,0.544
residential,concrete,40,3802.9,arid,2.063,0.1639,False,25.26,53.43,1017.64,310.6,attention,normal,normal,attention,0.4548
residential,concrete,77,2967.6,temperate,2.182,0.2077,False,10.56,63.35,1014.61,346.2,attention,normal,normal,attention,0.4627
residential,brick,87,691.4,coastal,1.952,0.1534,False,13.37,67.68,1007.45,423.1,attention,normal,normal,attention,0.3993
residential,wood,35,2394.3,temperate,1.563,0.1106,False,10.76,55.46,1009.77,284.6,normal,normal,normal,normal,0.3514
residential,brick,54,1930.2,continental,7.478,0.592,False,24.21,52.41,1014.69,487.4,critical,normal,normal,critical,0.8212
residential,brick,107,4939.6,coastal,7.119,0.603,False,17.87,71.09,1006.44,282.9,critical,attention,normal,critical,0.8195
residential,wood,50,3719.9,continental,1.849,0.1085,True,-2.63,35.5,1018.87,363.7,attention,normal,normal,attention,0.417
residential,wood,35,1346.5,temperate,2.607,0.1846,False,9.5,58.47,1008.55,433.7,attention,normal,normal,attention,0.475
residential,brick,46,3809.2,temperate,4.334,0.3803,False,12.34,72.07,1015.38,411.6,critical,attention,normal,critical,0.6258
commercial,mixed,6,1334.5,temperate,0.0,0.0,False,6.32,59.18,1007.72,367.8,normal,normal,normal,normal,0.0
historical,brick,15,182.5,temperate,0.412,0.019,False,19.74,60.69,1018.45,338.1,normal,normal,normal,normal,0.1661
residential,brick,33,3023.4,temperate,0.723,0.0358,False,15.17,74.29,1012.48,339.9,normal,attention,normal,attention,0.2736
historical,brick,88,137.5,temperate,3.028,0.2185,False,16.3,54.18,1006.87,292.7,attention,normal,normal,attention,0.522
residential,mixed,8,4371.5,temperate,0.0,0.0,False,8.2,48.15,1014.88,409.1,normal,normal,normal,normal,0.0
residential,wood,20,789.8,arid,1.006,0.1035,False,18.22,43.66,1020.54,414.1,normal,attention,normal,normal,0.291
residential,wood,2,1807.8,coastal,0.074,0.0,False,18.4,54.06,1012.48,385.8,normal,normal,normal,normal,0.0
residential,brick,34,2059.5,temperate,0.0,0.0,False,16.4,69.63,1011.76,191.4,normal,normal,normal,normal,0.0907
residential,mixed,43,3923.4,continental,1.639,0.1776,False,9.18,54.38,1016.58,318.2,attention,normal,normal,attention,0.38
commercial,mixed,106,2560.1,continental,0.918,0.1059,False,13.43,59.59,1020.38,331.6,attention,normal,normal,attention,0.3287
residential,concrete,10,2909.5,temperate,0.076,0.0176,False,18.79,53.35,1019.84,243.0,normal,normal,normal,normal,0.0
commercial,wood,81,4327.9,continental,2.574,0.1971,False,11.57,59.46,1012.27,378.6,attention,normal,normal,attention,0.4985
residential,concrete,10,2431.8,temperate,0.056,0.0,False,12.66,60.73,1021.25,360.4,normal,normal,normal,normal,0.046
residential,mixed,36,1360.8,temperate,1.427,0.0653,True,23.65,62.98,1008.86,476.4,attention,normal,normal,attention,0.3313
residential,brick,91,944.7,continental,5.553,0.4422,True,13.51,63.48,1021.42,316.2,critical,normal,normal,critical,0.7075
historical,brick,91,3141.7,arid,3.303,0.2454,False,23.44,23.56,1016.55,213.8,attention,normal,normal,attention,0.547
residential,brick,44,2663.6,continental,0.864,0.1277,False,28.71,78.88,1029.17,325.8,normal,attention,normal,attention,0.2306
residential,concrete,20,524.2,continental,0.159,0.0002,False,15.61,61.86,1013.35,386.2,normal,normal,normal,normal,0.0
residential,mixed,14,1601.4,temperate,0.341,0.006,False,10.87,63.45,1006.55,424.9,normal,normal,normal,normal,0.1704
historical,mixed,70,1534.0,arid,2.957,0.3047,False,17.25,44.09,1008.36,203.8,attention,normal,normal,attention,0.5159
residential,brick,65,182.4,arid,8.514,0.702,False,26.06,39.24,1008.56,406.1,critical,normal,normal,critical,0.8839
residential,concrete,18,3817.6,arid,1.786,0.1429,False,23.33,26.97,1016.23,358.1,normal,normal,normal,normal,0.4272
residential,brick,60,3457.3,temperate,6.904,0.5341,False,14.32,66.71,1010.55,384.4,critical,normal,normal,critical,0.7881
residential,mixed,29,1789.5,arid,0.068,0.0,False,29.98,29.64,1007.7,257.4,normal,normal,normal,normal,0.0
residential,brick,45,1616.8,continental,1.538,0.132,False,19.73,62.7,1008.44,357.4,normal,normal,normal,normal,0.3507
historical,brick,93,1129.2,temperate,5.958,0.5042,False,22.4,63.27,1019.53,207.0,critical,normal,normal,critical,0.7455
commercial,concrete,5,3726.3,continental,0.283,0.0,False,7.0,52.41,1035.86,478.5,normal,normal,normal,normal,0.068
industrial,concrete,17,4641.5,arid,0.159,0.0196,False,26.35,14.21,1003.03,290.2,normal,normal,normal,normal,0.0
residential,wood,66,778.8,temperate,2.625,0.217,False,12.28,63.54,1007.61,449.5,attention,attention,normal,attention,0.4642
industrial,concrete,98,1066.5,continental,0.05,0.0,False,8.08,58.4,1014.31,382.7,normal,normal,normal,normal,0.0032
residential,brick,32,2841.3,coastal,0.752,0.062,False,17.96,59.4,1013.85,412.4,normal,normal,normal,normal,0.2348
historical,wood,8,847.5,temperate,0.0,0.0,False,15.91,50.04,1014.0,224.1,normal,normal,normal,normal,0.0107
commercial,brick,72,4942.7,temperate,2.329,0.1963,False,8.95,40.46,1016.92,516.6,attention,normal,normal,attention,0.4537
industrial,concrete,88,2039.5,coastal,0.923,0.0779,False,21.15,75.79,1012.02,318.4,normal,attention,normal,attention,0.263
residential,wood,27,4577.4,continental,1.064,0.0555,True,3.15,56.29,1011.16,337.1,attention,normal,normal,attention,0.327
residential,concrete,5,975.4,temperate,0.0,0.005,False,17.81,68.72,1012.31,485.3,normal,normal,normal,normal,0.0
residential,concrete,55,1913.0,temperate,2.383,0.2089,False,15.46,57.71,1009.21,444.5,attention,normal,normal,attention,0.4815
residential,brick,88,3303.0,coastal,2.455,0.228,False,23.98,67.77,1005.38,347.5,attention,normal,normal,attention,0.492
commercial,concrete,37,779.5,temperate,1.859,0.174,False,7.48,57.27,1010.34,466.7,attention,normal,normal,attention,0.4094
residential,wood,76,2357.0,coastal,1.825,0.1903,False,27.43,56.22,1007.85,345.8,attention,normal,normal,attention,0.3864
residential,brick,21,184.9,continental,0.0,0.0072,False,18.28,48.43,1014.79,491.4,attention,normal,normal,normal,0.1152
commercial,concrete,14,3000.1,continental,0.006,0.0055,False,16.6,49.45,1010.32,369.7,normal,normal,normal,normal,0.0
residential,concrete,35,3324.0,arid,1.492,0.0937,False,13.23,38.28,1011.04,463.7,normal,normal,normal,normal,0.3814
industrial,concrete,47,212.2,continental,0.937,0.0514,False,20.21,37.14,1011.41,207.9,normal,normal,normal,normal,0.2536
residential,mixed,93,3830.7,arid,4.704,0.3829,False,23.95,29.61,1017.11,332.5,critical,normal,normal,critical,0.6589
historical,mixed,10,1205.2,temperate,0.979,0.0785,False,20.82,54.06,1010.49,218.6,normal,normal,normal,normal,0.302
residential,concrete,53,1140.4,temperate,3.813,0.2931,False,20.79,42.94,1013.46,446.1,attention,normal,normal,attention,0.5946
residential,brick,31,2539.1,temperate,5.763,0.4538,False,8.91,73.67,1006.47,398.4,critical,attention,normal,critical,0.735
commercial,brick,26,4139.8,temperate,0.0,0.0,False,26.56,46.81,1004.18,490.8,normal,normal,normal,normal,0.0
residential,mixed,64,4988.8,arid,2.088,0.1736,False,20.16,31.63,1013.71,183.5,attention,normal,normal,attention,0.43
industrial,wood,93,4874.6,continental,3.0,0.2584,False,5.66,61.92,1015.23,336.9,attention,attention,attention,attention,0.5246
commercial,mixed,60,587.7,continental,0.763,0.0362,False,26.77,38.61,1016.04,367.5,normal,normal,normal,normal,0.2786
